,filtered_x,filtered_y,bvs_est,test_xs,obj,media,species,curve_id,fs.unit.freund_k,fs.unit.freund_ninv
0,0.005,195.30728971359375,-2315.4111462826622,0.01,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
1,0.005,7812.291667643202,7913.415228491138,0.059000000000000004,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
2,0.1691744287974683,11718.437501464809,14127.34382520654,0.108,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
3,0.2089801767088607,13866.817710286408,18821.076252976323,0.15700000000000003,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
4,0.2686887986708861,16991.734376464807,22780.481163864137,0.20600000000000002,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
5,0.2786402356329113,18944.807291178397,26282.995548324765,0.255,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
6,0.3084945465822785,20897.880210286407,29477.876349100843,0.30400000000000005,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
7,0.3084945465822785,23241.5677088216,32461.41310978741,0.35300000000000004,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
8,0.3582517315189873,25194.640623535197,35302.572253605846,0.402,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
9,0.3980574794936708,27147.713542643203,38056.461215479445,0.451,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
10,0.4080089165189873,37108.38541471359,40772.8731393894,0.5,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
11,0.4179603534810126,43162.9114573568,43502.93371972321,0.549,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
12,0.4279117904430379,49022.130227864065,46306.00754894024,0.5980000000000001,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
13,0.4378632274683544,51170.510397135935,49259.132115267734,0.647,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
14,0.4677175384177214,56053.192727864065,52472.450969392245,0.6960000000000001,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
15,,,56116.88755794184,0.745,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
16,,,60476.382091907915,0.794,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
17,,,66059.58671863165,0.8430000000000001,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
18,,,73927.73155045751,0.892,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
19,,,86904.76206219762,0.9410000000000001,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
20,,,112593.87916310434,0.99,93521785.67809227,calgon_f600,PFOA,1,28.403732962243087,0.9192851010693389
21,0.005,390.6145838216016,12863.030031835877,0.01,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
22,0.005,7812.291667643202,20418.637706670605,0.059000000000000004,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
23,0.005,11913.744791178398,24898.538720234083,0.108,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
24,0.005,13866.817710286408,28333.887003187796,0.15700000000000003,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
25,0.005,16991.734376464807,31247.54343653907,0.20600000000000002,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
26,0.005,19140.114585286407,33833.11828396888,0.255,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
27,0.005,20897.880210286407,36196.99798287994,0.30400000000000005,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
28,0.1492715548101265,23046.260414713593,38407.881496916045,0.35300000000000004,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
29,0.1890773027848101,24999.3333338216,40515.092860052704,0.402,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
30,0.2388344877215189,26757.0989588216,42558.20933903019,0.451,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
31,0.2587373616455696,31053.8593764648,44573.042820238465,0.5,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
32,0.4378632274683544,43162.9114573568,46596.237128118155,0.549,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
33,0.5473290343037975,56248.5,48670.00484267109,0.5980000000000001,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
34,,,50848.5435380234,0.647,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
35,,,53208.499849616295,0.6960000000000001,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
36,,,55867.89588409573,0.745,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
37,,,59022.430056095385,0.794,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
38,,,63022.59251011662,0.8430000000000001,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
39,,,68590.5096609643,0.892,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
40,,,77655.08886089352,0.9410000000000001,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
41,,,96074.03309373838,0.99,39023779.05995369,calgon_f600,PFOA,2,26.664072277268204,0.91073617979192
42,0.005,390.6145838216016,12863.030031835877,0.01,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
43,0.005,7812.291667643202,20418.637706670605,0.059000000000000004,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
44,0.005,11913.744791178398,24898.538720234083,0.108,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
45,0.005,13866.817710286408,28333.887003187796,0.15700000000000003,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
46,0.005,16991.734376464807,31247.54343653907,0.20600000000000002,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
47,0.005,19140.114585286407,33833.11828396888,0.255,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
48,0.005,20897.880210286407,36196.99798287994,0.30400000000000005,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
49,0.1492715548101265,23046.260414713593,38407.881496916045,0.35300000000000004,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
50,0.1890773027848101,24999.3333338216,40515.092860052704,0.402,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
51,0.2388344877215189,26757.0989588216,42558.20933903019,0.451,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
52,0.2587373616455696,31053.8593764648,44573.042820238465,0.5,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
53,0.4378632274683544,43162.9114573568,46596.237128118155,0.549,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
54,0.5473290343037975,56248.5,48670.00484267109,0.5980000000000001,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
55,,,50848.5435380234,0.647,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
56,,,53208.499849616295,0.6960000000000001,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
57,,,55867.89588409573,0.745,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
58,,,59022.430056095385,0.794,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
59,,,63022.59251011662,0.8430000000000001,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
60,,,68590.5096609643,0.892,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
61,,,77655.08886089352,0.9410000000000001,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
62,,,96074.03309373838,0.99,39023779.05995369,calgon_f600,PFOA,3,26.664072277268204,0.91073617979192
63,0.005,195.30728971359375,-47996.33118950466,0.01,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
64,0.005,3710.8385397135935,-26929.358367258064,0.059000000000000004,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
65,0.005,7812.291667643202,-12344.4577715552,0.108,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
66,0.005,9765.364582356797,-1523.080266024984,0.15700000000000003,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
67,0.005,12109.052085286408,7352.606515784286,0.20600000000000002,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
68,0.005,23241.5677088216,15061.825667853715,0.255,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
69,0.1492715548101265,25194.640623535197,22005.567007766946,0.30400000000000005,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
70,0.2189316137341772,27147.713542643203,28433.73464547069,0.35300000000000004,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
71,0.2189316137341772,30858.552082356797,34523.41124662785,0.402,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
72,0.3084945465822785,35155.3125,40415.78871901404,0.451,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
73,0.3682031685443038,39061.4583338216,46239.150636298626,0.5,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
74,0.4378632274683544,43162.9114573568,52127.25952816026,0.549,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
75,0.4478146644303797,47264.364602864065,58239.04671011829,0.5980000000000001,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
76,0.4577661014556962,56248.5,64785.9180865067,0.647,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
77,,,72076.31593659354,0.6960000000000001,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
78,,,80595.3974909471,0.745,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
79,,,91160.1225490184,0.794,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
80,,,105267.20977638794,0.8430000000000001,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
81,,,125997.94467753808,0.892,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
82,,,160085.9263921183,0.9410000000000001,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
83,,,218257.61873845017,0.99,358563927.2367626,calgon_f600,PFOA,4,50.78174167917988,0.9481946499027004
84,0.005,3710.8385397135935,1417.4640399393936,0.01,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
85,0.0098892405063291,7812.291667643202,9906.761867949152,0.059000000000000004,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
86,0.0098892405063291,9765.364582356797,15014.87653021558,0.108,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
87,0.2076740506329114,11913.744791178398,18890.804577410578,0.15700000000000003,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
88,0.2175632911392405,13476.203126464805,22168.186436791584,0.20600000000000002,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
89,0.2175632911392405,16796.427082356797,25071.527885554515,0.255,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
90,0.2175632911392405,18944.807291178397,27722.626774185243,0.30400000000000005,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
91,0.267009493670886,20702.5729161784,30200.22669417545,0.35300000000000004,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
92,0.3461234177215189,23436.874998535193,32560.78871143103,0.402,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
93,0.3659018987341772,26952.406248535197,34849.480356437125,0.451,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
94,0.4252373417721519,31053.8593764648,37107.13173490594,0.5,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
95,0.4549050632911392,33006.9322911784,39375.63291510511,0.549,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
96,0.5043512658227848,37108.38541471359,41703.53094122417,0.5980000000000001,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
97,0.5142405063291139,43358.21875146481,44153.661075709,0.647,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
98,0.5636867088607594,51170.510397135935,46815.62600009839,0.6960000000000001,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
99,0.5933544303797468,56053.192727864065,49828.2142811961,0.745,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
100,,,53421.77393094191,0.794,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
101,,,58008.2678358957,0.8430000000000001,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
102,,,64443.742773529804,0.892,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
103,,,75021.29335072107,0.9410000000000001,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
104,,,96179.9431495838,0.99,51763855.58795385,calgon_f600,PFOA,6,24.79668635112408,0.916892546415443
105,0.0098892405063291,3710.8385397135935,6917.6267425615315,0.01,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
106,0.0098892405063291,7812.291667643202,13270.922069379516,0.059000000000000004,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
107,0.0098892405063291,9765.364582356797,17044.592288065942,0.108,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
108,0.0098892405063291,16796.427082356797,19931.337482875893,0.15700000000000003,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
109,0.2274525316455696,18944.807291178397,22380.585287443162,0.20600000000000002,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
110,0.2768987341772151,20702.5729161784,24554.723189902277,0.255,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
111,0.3757911392405063,23046.260414713593,26542.946538435368,0.30400000000000005,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
112,0.4450158227848101,24999.3333338216,28403.024531280367,0.35300000000000004,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
113,0.4450158227848101,26952.406248535197,30176.4533362113,0.402,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
114,0.5537974683544303,33202.23958528641,31896.511105229805,0.451,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
115,0.5834651898734177,37303.6927088216,33593.31380272657,0.5,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
116,0.6724683544303797,41405.1458323568,35297.719012527865,0.549,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
117,0.7021360759493671,43553.5260411784,37045.36057100141,0.5980000000000001,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
118,0.7416930379746836,56639.11458821602,38882.12956435989,0.647,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
119,,,40873.12616679897,0.6960000000000001,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
120,,,43118.806883672565,0.745,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
121,,,45785.70093687561,0.794,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
122,,,49171.30546810143,0.8430000000000001,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
123,,,53889.39565469631,0.892,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
124,,,61591.67800519478,0.9410000000000001,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
125,,,77215.72052600223,0.99,33133293.607901014,calgon_f600,PFOA,7,20.850785693582193,0.9127376724690014
126,0.005,3710.8385397135935,11358.424698553068,0.01,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
127,0.0098892405063291,7812.291667643202,17612.9668528408,0.059000000000000004,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
128,0.0098892405063291,9765.364582356797,21316.36815473728,0.108,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
129,0.0098892405063291,11718.437501464809,24160.013731021278,0.15700000000000003,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
130,0.0098892405063291,14062.125,26574.17031127896,0.20600000000000002,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
131,0.0098892405063291,16991.734376464807,28717.866540986262,0.255,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
132,0.0098892405063291,19335.421875,30678.700415263353,0.30400000000000005,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
133,0.2175632911392405,23241.5677088216,32513.315012219166,0.35300000000000004,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
134,0.2175632911392405,24999.3333338216,34262.41447178238,0.402,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
135,0.3164556962025316,26757.0989588216,35958.68694620862,0.451,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
136,0.3362341772151898,33006.9322911784,37631.730691466,0.5,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
137,0.4252373417721519,35155.3125,39311.84127169288,0.549,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
138,0.4647943037974683,37108.38541471359,41033.91506533227,0.5980000000000001,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
139,0.6724683544303797,39061.4583338216,42842.738371865606,0.647,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
140,0.6922468354430379,43162.9114573568,44801.61636755174,0.6960000000000001,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
141,0.7318037974683544,56053.192727864065,47007.98626050923,0.745,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
142,,,49623.348770621145,0.794,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
143,,,52936.69885008793,0.8430000000000001,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
144,,,57542.73558625799,0.892,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
145,,,65034.78234647095,0.9410000000000001,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
146,,,80282.98231399924,0.99,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
147,,,,,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
148,,,,,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
149,,,,,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
150,,,,,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
151,,,,,20095325.89012256,calgon_f600,PFOA,8,22.38202117362415,0.9104008622886517
152,0.005,3724.63347994418,-21174.631028340365,0.01,183804011.97633988,calgon_f600,PFOA,9,23.31882462933307,0.99
153,0.005,7841.333642681601,-14475.175010421528,0.059000000000000004,183804011.97633988,calgon_f600,PFOA,9,23.31882462933307,0.99
154,0.1806051334459459,9997.700395847229,-9190.171591448565,0.108,183804011.97633988,calgon_f600,PFOA,9,23.31882462933307,0.99
155,0.2868434472297297,11958.033805419023,-5078.609410877276,0.15700000000000003,183804011.97633988,calgon_f600,PFOA,9,23.31882462933307,0.99
156,0.5311915689189189,17054.900672942345,-1732.7264769930898,0.20600000000000002,183804011.97633988,calgon_f600,PFOA,9,23.31882462933307,0.99
157,0.5630630630405405,19211.267426107966,1128.249946005442,0.255,183804011.97633988,calgon_f600,PFOA,9,23.31882462933307,0.99
158,0.6161822199324324,21171.600835679765,3673.94382872665,0.30400000000000005,183804011.97633988,calgon_f600,PFOA,9,23.31882462933307,0.99
159,0.6480537141216216,26856.56772959016,6013.7610887128785,0.35300000000000004,183804011.97633988,calgon_f600,PFOA,9,23.31882462933307,0.99
